IDS_SCENARIO_GAISERIC "盖塞里克 (406)"
398739 "<BLUE>迭戈：他说他已经跟野蛮人一起生活好几个月了。谢天谢地，让他看到一个英格兰人。 "
398740 "<BLUE>法兰西斯·德瑞克：别管这些原住民。我们是来找西班牙人的，不要多管闲事。"
398741 "<BLUE>法兰西斯·德瑞克：西班牙人就是死人，他们在身上纹身和穿孔。想象一下，生活在异教徒中间，接受他们的行为方式！"
398742 "<BLUE>迭戈：我们许多人宁愿和这些所谓的异教徒一起自由自在地生活，也不要做西班牙人的奴隶。告诉我，德雷克，如果西班牙国王统治了英格兰，你还会这么认为吗？"
398743 "<BLUE>马隆：德雷克船长，我的妻子被人卖给了一位主人，他带着她去了另一片陆地。请帮我找到她。"
398744 "<BLUE>马隆：阿贝纳！我的爱人！真希望我能再次见到你。"
398745 "<BLUE>马隆：德雷克船长，谢谢你。我的妻子自由了。"
398746 "<BLUE>法兰西斯·德瑞克：总督在这里的人全都死了。这是拓荒者们说的。如果他们不给你惹麻烦，就饶他们一命。否则就杀了他们。"
398747 "<BLUE>法兰西斯·德瑞克：西班牙人，你们的统领再也不能保护你们了。把你们的钱币给我！我会派人来找，掘地三尺也在所不惜。"
398748 "<BLUE>法兰西斯·德瑞克：西班牙人，我不想杀人，如果你们胆敢反抗的话，我绝不留情。交出你们的钱币和珠宝！"
398749 "已掠夺波多黎各。"
398750 "已掠夺圣地亚哥。"
398751 "已掠夺特鲁希略。"
398752 "已掠夺格拉纳达。"
398753 "已掠夺波布拉塔。"
398754 "已掠夺古巴。"
398755 "已掠夺伊斯班尼奥拉岛。"
398756 "<BLUE>法兰西斯·德瑞克：洗劫西班牙堡垒！看看军官营房里有没有士兵们的军饷。"
398757 "<BLUE>法兰西斯·德瑞克：拿走火药和黄金！"
398758 "已掠夺韦拉克鲁斯。"
398759 "已掠夺迪奥斯港。"
398760 "已掠夺里奥阿查。"
398761 "已掠夺圣奥古斯丁。"
398762 "<BLUE>法兰西斯·德瑞克：这些毛驴从印加矿场驮运黄金和白银！"
398763 "<BLUE>法兰西斯·德瑞克：你们自由了。现在就和我并肩作战吧。"
398764 "<BLUE>法兰西斯·德瑞克：兄弟们，守住这艘缴获的大型战舰！我们必须把船上的货物先卸下来，然后把它凿沉！"
398765 "从大型战舰掠夺的黄金数。"
398766 "<BLUE>法兰西斯·德瑞克：在拿到宝藏之前，我们可不能弄沉这些大型战舰！ 使用天鹅号夺取下一艘舰船！"
398767 "复活节号的射程已提升。"
398768 "复活节号的速度已提升。"
398769 "<BLUE>法兰西斯·德瑞克：更多的人从普利茅斯过来了。毫无疑问，他们已经听说了这场劫掠，过来就是为了看看谣言是不是真的！"
398770 "一艘载着英格兰士兵的船已经抵达加勒比海。"
398771 "<BLUE>法兰西斯·德瑞克：喂，是大型战舰！那艘西班牙船装满了黄金！"
398772 "<BLUE>法兰西斯·德瑞克：喂，是大型战舰，兄弟们，快点靠近！"
398773 "自由游玩：删除复活节号即可退出剧本。"
398774 "<BLUE>法兰西斯·德瑞克：是的，西班牙人不是英格兰勇士的对手！我们要带着丰功伟绩回到亲爱的英格兰，让旱鸭子们羡慕忌妒我们口袋里满满的黄金吧！"
398775 "你已经开始自由游玩。当完成后，删除复活节号就能在剧本中获胜。"

// Drake (1572)

399201 "1572 年夏天，法兰西斯·德瑞克在海上航行了两个月后抵达加勒比海。"
399202 "从船上，他看到了岛屿升起的轮廓。这里是西班牙帝国命脉的一部分：这里是大型战舰的中转站，战舰上装满在秘鲁开采的金银。"
399203 "德瑞克知道，西班牙国王和他的总督都很贪婪。为了给黄金腾出更多空间，这些大型战舰上的加农炮被拆除了。"
399204 "由于自己的英格兰受到西班牙国王的威胁，德瑞克决定铤而走险，掠夺加勒比海并夺取这些没有武器装备的大型战舰。"
399205 "如果一切顺利，西班牙人根本不知道自己会受到什么袭击。"
399206 "而德瑞克会成为很有钱的人。"
399211 "法兰西斯·德瑞克在劫掠中给西班牙人制造了很多麻烦，以至于他们给他起了一个毁誉参半的名字：恶龙 (El Draque)。"
399212 "但德瑞克并没有停止下来。他随后又劫掠了加利福尼亚海岸，并进行了环球航行。然后在 1588 年，在他的协助下，西班牙无敌舰队被击败。"

// Xie An

399301 "两名男子在晋国宰相的府邸下了一局围棋。"
399302 "年长的谢安占据上风。谢安是一位温和而睿智的宰相，他对晋国的忠诚使他备受尊敬……他的能力也使他稳如东山。"
399303 "有一次，一位对手试图通过带领大军穿过京城来恐吓谢安。谢安岿然不动，冷静地看着对手，告诉他快把军队撤回去。"
399304 "山峦屹立不动，谢安亦是如此坚若磐石。在围棋对弈中，泰然自若的谢安赢得了胜利。"
399305 "与宰相对弈的是他的侄子谢玄，一位曾赢得多次战役的晋国名将。谢玄总是能在围棋上战胜他的叔叔。但这次却不大一样……"
399306 "沉重的忧虑压在谢玄的心头。"
399307 "近一个世纪以来，中国一直处于分裂状态，但这一局面正在开始改变。军阀苻坚已扫平北方诸国，妄图征服整个中国。"
399308 "苻坚如同围棋大师一般统治了棋盘。只有晋国尚未落入他的掌控。"
399309 "这正是让这位名将担忧的原因：晋国的防御重任落在了谢玄的肩上。他的叔叔将如此重要的任务交给了他。"
399310 "又一步棋……宰相再次扩大优势。"
399311 "“叔父，我的心思不在棋局上，”谢玄叹道。“今日您下得比我好多了。”"
399312 "“我之所以能赢，是因为我心态平稳，”叔叔答道。“你也必须如此。当你兵力不如对手时，你必须保持镇定。”"
399313 "棋局结束后，侄子向叔父行礼告别，然后离开府邸，前往淝水。在那里，晋国将抵御苻坚，这场战役将决定中国的命运。"
399314 "在前往战场的途中，谢玄思索着叔父对自己教诲的深意。"
399315 "而谢安则在想，他那任性的侄子是否会听从他的教诲……"
399316 "在其谋士朱序 (实际上是晋朝的间谍) 的误导下，苻坚——这位不可一世的北方征服者将他的军队撤出了淝水。"
399317 "他打算将晋军引诱过来，令其落入陷阱。然而，这样的战术行动超出了那些未经训练的新兵的能力范围。"
399318 "敌军误以为他们正在撤退，而朱序大喊“苻坚已败”更是强化了这一谣言，于是整支军队全线崩溃，乱作一团。"
399319 "在晋军的追击下，这位北方军阀逃回了他的都城。苻坚从此再也没有试图征服整个中国。不到两年后，他就被手下的一名将军勒死了。"
399320 "当谢安听到侄子获胜的消息时，他正在下另一局棋。这位一贯稳重的宰相依然表现出他那熟悉的平静，没有进行庆祝。"
399321 "棋局结束后，他回到卧室，激动之情才稍有显露：他进门时忘记了门槛，结果不小心撞上了，弄坏了自己的木屐。"
399322 "原来，稳如东山的人也会为大胜而激动不已。"


399401 "谢石"
399402 "慕容暐"
399403 "姚苌"
399404 "苻融"
399405 "苻坚"
399406 "1. 你的人口上限是 200 人。在困难难度下，你无法建造巨型投石车。\n\n2. 平衡防御并进攻敌方城镇中心，迫使敌方将军撤军。如果所有将军都撤军，苻坚将无法以全部兵力进攻。确保你已做好准备！\n\n3. 或者，专注于建造防御工事，包括城墙和城堡，并支援谢石。获胜的方法有很多。\n\n4. 补充谢石的防御，因为他无法再建造更多防御工事。他会训练部队，所以要向他贡献多余的资源。\n\n5. 你可以选择支持农民起义，贿赂敌人，并在敌后训练叛军。这些策略需要技巧和时机才能发挥最大效果。\n\n6. 使用斥候侦察敌人。你的敌人不会攻击他们。斥候还可以找到敌方领土上的叛军营地。\n\n7. 叛军营地可快速训练部队。除非与在敌方后方训练的叛军部队配合，否则支持农民起义不太可能成功。\n\n8. 这条河很宽。不要忽视建造水军来控制河流。\n\n9. 来自苻坚征服地区的难民藏在河中的岛屿上。如果及早发现，他们将能提供急需的经济支持。\n\n10. 当你有机会欺骗敌人时，要明智地利用这样的机会。"
399407 "斥候来报：\n\n- 由谢玄 (黄色) 和谢石 (红色) 指挥的晋军防守着淝水的东岸。河面宽阔，谢石在东边的三个渡口处进行了加固。\n\n- 侵略者苻坚 (蓝色) 需要时间集结大军。当他准备完毕后，将发动强大的渡河攻击。但是，如果他的将军撤退，可以激怒苻坚提前发动攻击。有一位被俘虏的前晋国将军在辅佐苻坚，名为朱序。\n\n- 苻坚的将军是他的先锋，已经在河的西岸扎营。尽管他们担任的角色很重要，但这些将军对苻坚的忠诚度并不高。慕容暐 (绿色) 是被苻坚征服的北方王国——燕国的废帝，姚苌 (青色) 则是另一个已灭亡王国——赵国的一位将军之子。苻融 (橙色) 是苻坚的弟弟，只有他才有理由保持忠诚。关于这些将军的军队详细情况，只能通过细作的观察获取。"
399408 "谢玄"
399409 "谢安"
399410 "朱序"
399411 "+ 准备迎接苻坚的进攻。"
399412 "+ 摧毁苻坚将军的城镇中心来迫使他们撤退。"
399413 "+ 摧毁城镇中心来击败将军。"
399414 "+ 世界奇观不能被摧毁。"
399415 "+ 击败苻坚。"
399416 "苻坚的军队：<Military Population, 6>"
399417 "- 击败三位将军，在苻坚准备好之前激怒他进攻。"
399418 "- 通过击败三位将军激怒苻坚进攻。"
399419 "- 将间谍安插在敌方营地。"
399420 "- 找到叛军 (<rebels found count>/2)。"
399421 "- 贿赂敌方将军 (<Bribe Amount> 黄金)。"
399422 "- 在世界奇观处发动叛乱。"
399423 "- 用闪光误导苻坚的军队。"
399424 "距离苻坚发动进攻还剩 %d。"
399425 "距离误导苻坚的军队还剩 %d。"
399426 "发动叛乱 (慕容暐)"
399427 "发动<b>叛乱 (慕容暐)<b> (<cost>)\n武装农民，在一位将军的基地发动叛乱。"
399428 "<BLUE>朱序：天王，河水挡住了我们进攻晋国的路。我们不能忘记曹操在赤壁的惨败。"
399429 "<BLUE>苻坚：呸！我的军队如此庞大，只需让骑兵把马鞭投入河里，就足以阻断河水！"
399430 "<YELLOW>谢安：侄儿，苻坚虽然有勇无谋，但即使是傻子，有足够的士兵和战马也能征服王国。我们士兵和战马都不多，但我们谢家历来都有其他手段……"
399431 "<YELLOW>谢安：苻坚的将军虽然强大，但却无心恋战。摧毁他们的营地，他们就会撤退。如果有足够多的将军离开，苻坚即使还没准备好，也会因为被激怒而提前发起进攻。"
399432 "<YELLOW>谢安：苻坚在他征服的土地上征招了六成的男子入伍。获得征招卡并不难。"
399433 "<YELLOW>谢安：这些人不会被怀疑，他们可以成为你在敌营中的眼线。"
399434 "<YELLOW>谢安：百姓们竭尽全力反抗苻坚的残暴统治。找到村庄里的叛军，你就能组建一支可突袭对岸敌人的部队。"
399435 "<YELLOW>谢安：你可以从这座村庄招募叛军。他们会比那些只为军饷而战的士兵更快地聚集到你的麾下。"
399436 "<BLUE>朱序：天王，晋国的防御比您的将军们预想的要强得多。"
399437 "<BLUE>苻坚：我已经征服了北方，不管有没有将军相助，我一定也会征服南方！"
399438 "<YELLOW>谢安：朱序在苻坚的军营中为我们效力。他向我们传递苻坚那边的进展情况。"
399439 "<YELLOW>谢安：假以时日，朱旭的渗透可能会为你带来情报以外的收获。"
399440 "<YELLOW>谢安：朱序说，敌国的将军收了贿赂就会撤退。但你只能贿赂一个，因为苻坚会震慑住其他将军。"
399441 "向一名敌国将军进贡黄金，使其撤退。花费会随着时间推移而增加。"
399442 "<YELLOW>谢安：通过向农民提供武器和援助，你可以在敌军营地发动叛乱。"
